request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_187,28982.23,affordable_later,wait,2024-11-15:187500,2024-11-15,none,"Pay INR 187,500 in full on 15 November 2024. Only INR 28,982.23 is safe today: paying earlier would take the balance below the INR 128,300 minimum (lowest projected balance INR 157,282.23 on 13 September 2024); after the INR 145,000 salary on 15 September 2024 the full payment keeps the minimum protected."
request_188,60.25,not_affordable,not_recommended,none,,none,"Do not proceed with the EUR 2,464 request. Although EUR 60.25 is available today, the full amount cannot be completed safely within 90 days: the projected balance bottoms out at EUR 960.25 on 14 April 2025 against the EUR 900 minimum, and the EUR 1,386 salary on 15 February 2025."
request_189,488.4,affordable_now,full_payment,2026-07-04:488.40,2026-07-04,none,"Pay EUR 488.40 today. Even after paying, the balance stays above the EUR 400 minimum for the next 90 days (lowest point EUR 474.08 on 10 July 2026), with the EUR 627 salary on 15 July 2026."
request_190,566.09,affordable_later,wait,2025-02-15:2557.50,2025-02-15,none,"Pay EUR 2,557.50 in full on 15 February 2025. Only EUR 566.09 is safe today: paying earlier would take the balance below the EUR 1,600 minimum (lowest projected balance EUR 2,166.09 on 13 December 2024); after the EUR 2,849 salary on 15 December 2024 the full payment keeps the minimum protected."
request_191,664.4,affordable_now,full_payment,2025-05-03:664.40,2025-05-03,none,"Pay EUR 664.40 today. Even after paying, the balance stays above the EUR 500 minimum for the next 90 days (lowest point EUR 600.05 on 14 May 2025), with the EUR 814 salary on 15 May 2025."
request_192,56.33,not_affordable,not_recommended,none,,none,"Do not proceed with the USD 2,046 request. Although USD 56.33 is available today, the full amount cannot be completed safely within 90 days: the projected balance bottoms out at USD 1,056.33 on 11 June 2026 against the USD 1,000 minimum, and the USD 813.60 salary on 15 April 2026."
request_193,34.76,affordable_with_plan,installments,2024-03-21:420.23|2024-04-21:420.23|2024-05-22:420.23,2024-05-15,none,"Use 3 installments of EUR 420.23, starting 21 March 2024 (total EUR 1,260.69). Paying EUR 1,212.20 today is not safe (only EUR 34.76 is available above the EUR 1,000 minimum); the installments are covered by the EUR 1,750.32 salary on 15 March 2024 and keep at least EUR 1,000 available."
request_194,27353.18,affordable_later,wait,2025-10-23:132800,2025-10-23,none,"Pay INR 132,800 in full on 23 October 2025. Only INR 27,353.18 is safe today: paying earlier would take the balance below the INR 113,600 minimum (lowest projected balance INR 140,953.18 on 22 August 2025); after the INR 137,000 salary on 23 August 2025 the full payment keeps the minimum protected."
request_195,992.26,affordable_with_plan,installments,2026-01-09:405.74|2026-02-08:405.74|2026-03-10:405.74,2026-02-15,none,"Use 3 installments of EUR 405.74, starting 9 January 2026 (total EUR 1,217.22). Paying EUR 1,170.40 today is not safe (only EUR 992.26 is available above the EUR 700 minimum); the installments are covered by the EUR 1,222.65 salary on 15 January 2026 and keep at least EUR 700 available."
request_196,762.3,affordable_now,full_payment,2024-06-03:762.30,2024-06-03,none,"Pay EUR 762.30 today. Even after paying, the balance stays above the EUR 500 minimum for the next 90 days (lowest point EUR 614.25 on 10 June 2024), with the EUR 814 salary on 15 June 2024."
request_197,50939000,affordable_with_plan,installments,2025-11-19:17658853.33|2025-12-17:17658853.33|2026-01-14:17658853.33,2025-11-05,none,"Use 3 installments of IDR 17,658,853.33, starting 19 November 2025 (total IDR 52,976,559.99). You do not accept a single full payment; the installments are covered by the IDR 38,190,000 salary on 15 November 2025 and keep at least IDR 26,245,900 available."
request_198,185800,affordable_now,full_payment,2026-07-07:185800,2026-07-07,none,"Pay INR 185,800 today. Even after paying, the balance stays above the INR 124,300 minimum for the next 90 days (lowest point INR 152,231.19 on 13 July 2026 (including the reserved INR 8,800 possible duplicate card charge on 10 July 2026)), with the INR 176,000 salary on 15 July 2026."
request_199,23674000,affordable_with_plan,installments,2024-09-07:8206986.67|2024-10-08:8206986.67|2024-11-08:8206986.67,2024-09-04,none,"Use 3 installments of IDR 8,206,986.67, starting 7 September 2024 (total IDR 24,620,960.01). You do not accept a single full payment; the spread-out installments fit the existing balance and keep at least IDR 25,359,500 available."
request_200,21717000,affordable_now,full_payment,2025-02-06:21717000,2025-02-06,none,"Pay IDR 21,717,000 today. Even after paying, the balance stays above the IDR 20,114,600 minimum for the next 90 days (lowest point IDR 23,322,899.53 on 13 February 2025 (including the reserved IDR 1,014,600 pending online order charge on 7 February 2025)), with the IDR 22,610,000 salary on 15 February 2025."
request_201,23997000,affordable_now,full_payment,2026-04-03:23997000,2026-04-03,none,"Pay IDR 23,997,000 today. Even after paying, the balance stays above the IDR 17,304,500 minimum for the next 90 days (lowest point IDR 21,666,889.41 on 1 July 2026 (including the reserved IDR 665,000 pending fuel authorization on 5 April 2026))."
request_202,123900,affordable_now,full_payment,2024-12-05:123900,2024-12-05,none,"Pay INR 123,900 today. Even after paying, the balance stays above the INR 147,800 minimum for the next 90 days (lowest point INR 166,753.80 on 14 December 2024 (including the reserved INR 9,930 pending merchant debit on 8 December 2024)), with the INR 180,000 salary on 15 December 2024."
request_203,1442.1,affordable_with_plan,installments,2025-05-10:499.93|2025-06-07:499.93|2025-07-05:499.93,2025-05-07,none,"Use 3 installments of EUR 499.93, starting 10 May 2025 (total EUR 1,499.79). You do not accept a single full payment; the spread-out installments fit the existing balance and keep at least EUR 1,400 available."
request_204,445.28,affordable_later,wait,2026-01-15:588.74,2026-01-15,none,"Wait until 15 January 2026, then pay EUR 588.74 in full. Only EUR 445.28 is safe today: paying earlier would take the balance below the EUR 1,300 minimum (lowest projected balance EUR 1,745.28 on 14 January 2026 (including the reserved EUR 77 scheduled insurance payment on 11 January 2026)); after the EUR 2,024 salary on 15 January 2026 the full payment keeps the minimum protected."
request_205,10621000,affordable_now,full_payment,2024-03-06:10621000,2024-03-06,none,"Pay IDR 10,621,000 today. Even after paying, the balance stays above the IDR 13,994,300 minimum for the next 90 days (lowest point IDR 15,509,980.03 on 12 March 2024), with the IDR 18,240,000 salary on 15 March 2024."
request_206,1404.7,affordable_with_plan,installments,2025-08-03:486.96|2025-08-31:486.96|2025-09-28:486.96,2025-08-03,none,"Use 3 installments of EUR 486.96, starting 3 August 2025 (total EUR 1,460.88). You do not accept a single full payment; the spread-out installments fit the existing balance and keep at least EUR 900 available."
request_207,4603.61,affordable_later,wait,2026-07-15:11830,2026-07-15,none,"Wait until 15 July 2026, then pay ZAR 11,830 in full. Only ZAR 4,603.61 is safe today: paying earlier would take the balance below the ZAR 13,600 minimum (lowest projected balance ZAR 18,203.61 on 12 July 2026); after the ZAR 21,120 salary on 15 July 2026 the full payment keeps the minimum protected."
request_208,3073778.37,affordable_later,wait,2024-06-15:4413000,2024-06-15,none,"Wait until 15 June 2024, then pay IDR 4,413,000 in full. Only IDR 3,073,778.37 is safe today: paying earlier would take the balance below the IDR 10,470,700 minimum (lowest projected balance IDR 13,544,478.37 on 11 June 2024); after the IDR 13,870,000 salary on 15 June 2024 the full payment keeps the minimum protected."
request_209,1023.23,not_affordable,not_recommended,none,,none,"Do not proceed with the ZAR 56,914 request. Although ZAR 1,023.23 is available today, the full amount cannot be completed safely within 90 days: the projected balance bottoms out at ZAR 19,423.23 on 14 November 2025 against the ZAR 18,400 minimum, and the ZAR 21,120 salary on 15 November 2025."
request_210,640.72,affordable_with_plan,partial_payment,2026-04-06:640.72|2026-04-15:719.30,2026-04-15,none,"Pay USD 640.72 today and the remaining USD 719.30 on 15 April 2026. USD 640.72 is the most the balance can absorb before the USD 2,916 salary on 15 April 2026; the second payment completes the request by the 23 June 2026 deadline and keeps the USD 2,000 minimum protected."
request_211,377.71,affordable_later,wait,2024-11-15:1788.60,2024-11-15,none,"Pay EUR 1,788.60 in full on 15 November 2024. Only EUR 377.71 is safe today: paying earlier would take the balance below the EUR 1,500 minimum (lowest projected balance EUR 1,877.71 on 13 September 2024); after the EUR 1,884.96 salary on 15 September 2024 the full payment keeps the minimum protected."
request_212,1661455.88,not_affordable,not_recommended,none,,none,"Do not proceed with the IDR 71,934,000 request. Although IDR 1,661,455.88 is available today, the full amount cannot be completed safely within 90 days: the projected balance bottoms out at IDR 31,241,255.88 on 22 February 2025 against the IDR 29,579,800 minimum, and the IDR 33,440,000 salary on 23 February 2025."
request_213,3362.4,affordable_with_plan,installments,2026-01-21:1165.63|2026-02-20:1165.63|2026-03-22:1165.63,2026-01-07,none,"Use 3 installments of USD 1,165.63, starting 21 January 2026 (total USD 3,496.89). You do not accept a single full payment; the spread-out installments fit the existing balance and keep at least USD 2,100 available."
request_214,53515.61,affordable_with_plan,partial_payment,2024-12-04:53515.61|2024-12-15:16234.39,2024-12-15,none,"Pay INR 53,515.61 today and the remaining INR 16,234.39 on 15 December 2024. INR 53,515.61 is the most the balance can absorb before the INR 241,990.32 salary on 15 December 2024; the second payment completes the request by the 28 January 2025 deadline and keeps the INR 174,900 minimum protected."
request_215,29986,affordable_with_plan,installments,2025-05-09:10395.15|2025-06-06:10395.15|2025-07-04:10395.15,2025-05-06,none,"Use 3 installments of ZAR 10,395.15, starting 9 May 2025 (total ZAR 31,185.45). You do not accept a single full payment; the spread-out installments fit the existing balance and keep at least ZAR 15,700 available."
request_216,488.54,affordable_later,wait,2026-09-15:3332.40,2026-09-15,none,"Pay USD 3,332.40 in full on 15 September 2026. Only USD 488.54 is safe today: paying earlier would take the balance below the USD 1,800 minimum (lowest projected balance USD 2,288.54 on 9 July 2026); after the USD 2,424 salary on 15 July 2026 the full payment keeps the minimum protected."
request_217,19590.71,affordable_with_plan,installments,2024-03-19:12889.07|2024-04-19:12889.07|2024-05-20:12889.07,2024-05-15,none,"Use 3 installments of ZAR 12,889.07, starting 19 March 2024 (total ZAR 38,667.21). Paying ZAR 37,180 today is not safe (only ZAR 19,590.71 is available above the ZAR 26,800 minimum); the installments are covered by the ZAR 35,420 salary on 15 March 2024 and keep at least ZAR 26,800 available."
request_218,22987732.37,affordable_with_plan,installments,2025-08-07:21195893.33|2025-09-04:21195893.33|2025-10-02:21195893.33,2025-09-15,none,"Use 3 installments of IDR 21,195,893.33, starting 7 August 2025 (total IDR 63,587,679.99). Paying IDR 61,142,000 today is not safe (only IDR 22,987,732.37 is available above the IDR 34,477,200 minimum); the installments are covered by the IDR 48,640,000 salary on 15 August 2025 and keep at least IDR 34,477,200 available."
request_219,624.55,affordable_with_plan,installments,2026-04-07:580.01|2026-05-07:580.01|2026-06-06:580.01,2026-05-15,none,"Use 3 installments of EUR 580.01, starting 7 April 2026 (total EUR 1,740.03). Paying EUR 1,673.10 today is not safe (only EUR 624.55 is available above the EUR 1,100 minimum); the installments are covered by the EUR 1,914 salary on 15 April 2026 and keep at least EUR 1,100 available."
request_220,70.57,not_affordable,not_recommended,none,,none,"Do not proceed with the EUR 3,118.50 request. Although EUR 70.57 is available today, the full amount cannot be completed safely within 90 days: the projected balance bottoms out at EUR 1,170.57 on 13 June 2024 (including the reserved EUR 80 pending online order charge on 7 June 2024) against the EUR 1,100 minimum, and the EUR 1,346.40 salary on 15 June 2024."
request_221,109800,affordable_now,full_payment,2025-11-03:109800,2025-11-03,none,"Pay INR 109,800 today. Even after paying, the balance stays above the INR 81,500 minimum for the next 90 days (lowest point INR 97,674.88 on 13 November 2025 (including the reserved INR 2,990 pending fuel authorization on 5 November 2025)), with the INR 118,000 salary on 15 November 2025."
request_222,34078,affordable_now,full_payment,2026-01-05:34078,2026-01-05,none,"Pay ZAR 34,078 today. Even after paying, the balance stays above the ZAR 27,300 minimum for the next 90 days (lowest point ZAR 67,745.49 on 5 April 2026 (including the reserved ZAR 1,139.60 pending merchant debit on 8 January 2026)), with the ZAR 35,200 invoice payment on 15 January 2026."
request_223,898.7,affordable_now,full_payment,2024-09-07:898.70,2024-09-07,none,"Pay EUR 898.70 today. Even after paying, the balance stays above the EUR 800 minimum for the next 90 days (lowest point EUR 936.79 on 13 September 2024 (including the reserved EUR 64 pending pharmacy card charge on 11 September 2024)), with the EUR 1,309 salary on 15 September 2024."
request_224,8035561.96,affordable_with_plan,partial_payment,2025-02-04:8035561.96|2025-02-15:2291438.04,2025-02-15,none,"Pay IDR 8,035,561.96 today and the remaining IDR 2,291,438.04 on 15 February 2025. IDR 8,035,561.96 is the most the balance can absorb before the IDR 36,100,000 salary on 15 February 2025; the second payment completes the request by the 16 March 2025 deadline and keeps the IDR 22,187,600 minimum protected."
request_225,9585424.57,affordable_with_plan,installments,2026-07-20:7647120|2026-08-19:7647120|2026-09-18:7647120,2026-09-15,reduce_to:event_20649:314450,"Reduce the streaming subscription to IDR 314,450, then use 3 installments of IDR 7,647,120, starting 20 July 2026 (total IDR 22,941,360). Paying IDR 22,059,000 today is not safe (only IDR 9,585,424.57 is available above the IDR 17,670,700 minimum); the installments are covered by the IDR 24,890,000 salary on 15 July 2026 and keep at least IDR 17,670,700 available."
request_226,157000,affordable_now,full_payment,2024-12-03:157000,2024-12-03,none,"Pay INR 157,000 today. Even after paying, the balance stays above the INR 209,400 minimum for the next 90 days (lowest point INR 233,600.37 on 14 December 2024), with the INR 260,000 salary on 15 December 2024."
request_227,5214.93,not_affordable,not_recommended,none,,none,"Do not proceed with the INR 259,700 request. Although INR 5,214.93 is available today, the full amount cannot be completed safely within 90 days: the projected balance bottoms out at INR 68,114.93 on 14 May 2025 against the INR 62,900 minimum, and the INR 94,000 salary on 15 May 2025."
request_228,1561348.67,not_affordable,not_recommended,none,,none,"Do not proceed with the IDR 63,327,000 request. Although IDR 1,561,348.67 is available today, the full amount cannot be completed safely within 90 days: the projected balance bottoms out at IDR 27,752,548.67 on 12 April 2026 against the IDR 26,191,200 minimum, and the IDR 30,400,000 salary on 15 April 2026."
request_229,387.77,affordable_with_plan,installments,2024-03-18:529.29|2024-04-18:529.29|2024-05-19:529.29,2024-05-15,none,"Use 3 installments of EUR 529.29, starting 18 March 2024 (total EUR 1,587.87). Paying EUR 1,526.80 today is not safe (only EUR 387.77 is available above the EUR 1,000 minimum); the installments are covered by the EUR 1,298 salary on 15 March 2024 and keep at least EUR 1,000 available."
request_230,3537.6,affordable_now,full_payment,2025-08-06:3537.60,2025-08-06,none,"Pay EUR 3,537.60 today. Even after paying, the balance stays above the EUR 2,000 minimum for the next 90 days (lowest point EUR 2,515.78 on 14 October 2025), with the EUR 1,752.74 salary on 15 August 2025."
request_231,31917.68,affordable_with_plan,installments,2026-01-06:12378.08|2026-02-05:12378.08|2026-03-07:12378.08,2026-02-15,none,"Use 3 installments of ZAR 12,378.08, starting 6 January 2026 (total ZAR 37,134.24). Paying ZAR 35,706 today is not safe (only ZAR 31,917.68 is available above the ZAR 24,300 minimum); the installments are covered by the ZAR 44,000 salary on 15 January 2026 and keep at least ZAR 24,300 available."
request_232,546.82,affordable_later,wait,2024-08-15:1970.10,2024-08-15,none,"Pay EUR 1,970.10 in full on 15 August 2024. Only EUR 546.82 is safe today: paying earlier would take the balance below the EUR 2,400 minimum (lowest projected balance EUR 2,946.82 on 14 June 2024); after the EUR 2,772 salary on 15 June 2024 the full payment keeps the minimum protected."
request_233,3730051.18,affordable_with_plan,partial_payment,2025-11-07:3730051.18|2025-11-15:2510948.82,2025-11-15,none,"Pay IDR 3,730,051.18 today and the remaining IDR 2,510,948.82 on 15 November 2025. IDR 3,730,051.18 is the most the balance can absorb before the IDR 16,910,000 salary on 15 November 2025; the second payment completes the request by the 17 December 2025 deadline and keeps the IDR 10,365,700 minimum protected."
request_234,182.95,affordable_later,wait,2026-09-15:1213.30,2026-09-15,none,"Pay EUR 1,213.30 in full on 15 September 2026. Only EUR 182.95 is safe today: paying earlier would take the balance below the EUR 700 minimum (lowest projected balance EUR 882.95 on 11 July 2026 (including the reserved EUR 45.65 possible duplicate card charge on 7 July 2026)); after the EUR 913 salary on 15 July 2026 the full payment keeps the minimum protected."
request_235,967.2,affordable_now,full_payment,2024-09-06:967.20,2024-09-06,none,"Pay USD 967.20 today. Even after paying, the balance stays above the USD 700 minimum for the next 90 days (lowest point USD 844.25 on 14 September 2024), with the USD 1,019.15 salary on 15 September 2024."
request_236,4933139.46,not_affordable,not_recommended,none,,none,"Do not proceed with the IDR 52,383,000 request. Although IDR 4,933,139.46 is available today, the full amount cannot be completed safely within 90 days: the projected balance bottoms out at IDR 21,701,739.46 on 13 February 2025 against the IDR 16,768,600 minimum, and the IDR 22,420,000 salary on 15 February 2025."
request_237,23826000,affordable_now,full_payment,2026-04-05:23826000,2026-04-05,none,"Pay IDR 23,826,000 today. Even after paying, the balance stays above the IDR 22,431,500 minimum for the next 90 days (lowest point IDR 25,981,281.30 on 3 July 2026)."
request_238,663.6,affordable_with_plan,installments,2024-12-07:230.05|2025-01-07:230.05|2025-02-07:230.05,2024-12-07,none,"Use 3 installments of USD 230.05, starting 7 December 2024 (total USD 690.15). You do not accept a single full payment; the installments are covered by the USD 565.44 salary on 15 December 2024 and keep at least USD 700 available."
request_239,642,affordable_now,full_payment,2025-05-04:642,2025-05-04,none,"Pay USD 642 today. Even after paying, the balance stays above the USD 600 minimum for the next 90 days (lowest point USD 703.20 on 14 May 2025), with the USD 1,020 salary on 15 May 2025."
request_240,13571.66,not_affordable,not_recommended,none,,none,"Do not proceed with the INR 101,200 request. Although INR 13,571.66 is available today, the full amount cannot be completed safely within 90 days: the projected balance bottoms out at INR 66,371.66 on 12 January 2026 (including the reserved INR 2,520 pending online order charge on 7 January 2026) against the INR 52,800 minimum, and the INR 62,000 salary on 15 January 2026."
request_241,21052000,affordable_with_plan,installments,2024-03-17:7298026.67|2024-04-17:7298026.67|2024-05-18:7298026.67,2024-03-03,none,"Use 3 installments of IDR 7,298,026.67, starting 17 March 2024 (total IDR 21,894,080.01). You do not accept a single full payment; the spread-out installments fit the existing balance and keep at least IDR 19,252,000 available."
request_242,47.85,not_affordable,not_recommended,none,,none,"Do not proceed with the EUR 1,966.80 request. Although EUR 47.85 is available today, the full amount cannot be completed safely within 90 days: the projected balance bottoms out at EUR 647.85 on 14 August 2025 (including the reserved EUR 68 pending merchant debit on 8 August 2025) against the EUR 600 minimum, and the EUR 968 salary on 15 August 2025."
request_243,17468,affordable_now,full_payment,2026-07-07:17468,2026-07-07,none,"Pay ZAR 17,468 today. Even after paying, the balance stays above the ZAR 19,900 minimum for the next 90 days (lowest point ZAR 22,475.60 on 13 July 2026 (including the reserved ZAR 1,071.40 pending pharmacy card charge on 11 July 2026)), with the ZAR 23,980 salary on 15 July 2026."
request_244,49918,affordable_now,full_payment,2024-06-04:49918,2024-06-04,none,"Pay ZAR 49,918 today. Even after paying, the balance stays above the ZAR 45,900 minimum for the next 90 days (lowest point ZAR 53,396.40 on 14 June 2024 (including the reserved ZAR 3,517.80 scheduled school fee on 11 June 2024)), with the ZAR 56,760 salary on 15 June 2024."
request_245,28296.35,affordable_later,wait,2026-01-15:128500,2026-01-15,none,"Pay INR 128,500 in full on 15 January 2026. Only INR 28,296.35 is safe today: paying earlier would take the balance below the INR 94,600 minimum (lowest projected balance INR 122,896.35 on 14 November 2025); after the INR 139,994.40 salary on 15 November 2025 the full payment keeps the minimum protected."
request_246,64086,affordable_with_plan,installments,2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48,2026-04-03,none,"Use 3 installments of ZAR 22,216.48, starting 3 April 2026 (total ZAR 66,649.44). You do not accept a single full payment; the spread-out installments fit the existing balance and keep at least ZAR 39,300 available."
request_247,1059.3,affordable_now,full_payment,2024-09-05:1059.30,2024-09-05,none,"Pay EUR 1,059.30 today. Even after paying, the balance stays above the EUR 1,300 minimum for the next 90 days (lowest point EUR 1,455.57 on 13 September 2024), with the EUR 1,528.56 salary on 15 September 2024."
request_248,331.12,not_affordable,not_recommended,none,,none,"Do not proceed with the USD 1,965.60 request. Although USD 331.12 is available today, the full amount cannot be completed safely within 90 days: the projected balance bottoms out at USD 1,631.12 on 13 April 2025 against the USD 1,300 minimum, and the USD 928.80 salary on 15 February 2025."
request_249,141.21,affordable_later,wait,2026-03-15:643.20,2026-03-15,none,Pay USD 643.20 in full on 15 March 2026. Only USD 141.21 is safe today: paying earlier would take the balance below the USD 600 minimum (lowest projected balance USD 741.21 on 14 January 2026); after the USD 702 salary on 15 January 2026 the full payment keeps the minimum protected.
request_250,11919.79,not_affordable,not_recommended,none,,none,"Do not proceed with the ZAR 124,278 request. Although ZAR 11,919.79 is available today, the full amount cannot be completed safely within 90 days: the projected balance bottoms out at ZAR 47,219.79 on 12 December 2024 against the ZAR 35,300 minimum, and the ZAR 53,680 salary on 15 December 2024."
request_251,96.13,not_affordable,not_recommended,none,,none,"Do not proceed with the EUR 1,513.60 request. Although EUR 96.13 is available today, the full amount cannot be completed safely within 90 days: the projected balance bottoms out at EUR 1,396.13 on 1 August 2025 against the EUR 1,300 minimum, and no confirmed income is projected in the window."
request_252,3981358.33,affordable_later,wait,2026-09-15:28082000,2026-09-15,none,"Pay IDR 28,082,000 in full on 15 September 2026. Only IDR 3,981,358.33 is safe today: paying earlier would take the balance below the IDR 15,152,200 minimum (lowest projected balance IDR 19,133,558.33 on 9 July 2026 (including the reserved IDR 988,000 possible duplicate card charge on 8 July 2026)); after the IDR 19,760,000 salary on 15 July 2026 the full payment keeps the minimum protected."
request_253,1367.93,affordable_with_plan,installments,2024-03-21:984.60|2024-04-21:984.60|2024-05-22:984.60,2024-05-15,none,"Use 3 installments of EUR 984.60, starting 21 March 2024 (total EUR 2,953.80). Paying EUR 2,840.20 today is not safe (only EUR 1,367.93 is available above the EUR 2,300 minimum); the installments are covered by the EUR 2,860 salary on 15 March 2024 and keep at least EUR 2,300 available."
request_254,557.92,affordable_later,wait,2025-10-15:3535.20,2025-10-15,none,"Pay USD 3,535.20 in full on 15 October 2025. Only USD 557.92 is safe today: paying earlier would take the balance below the USD 2,500 minimum (lowest projected balance USD 3,057.92 on 13 August 2025); after the USD 2,808 salary on 15 August 2025 the full payment keeps the minimum protected."
request_255,3345000,affordable_now,full_payment,2026-04-06:3345000,2026-04-06,none,"Pay IDR 3,345,000 today. Even after paying, the balance stays above the IDR 9,813,900 minimum for the next 90 days (lowest point IDR 9,858,505.75 on 5 July 2026)."
request_256,148802.38,affordable_with_plan,installments,2024-06-10:75816|2024-07-11:75816|2024-08-11:75816,2024-07-15,none,"Use 3 installments of INR 75,816, starting 10 June 2024 (total INR 227,448). Paying INR 218,700 today is not safe (only INR 148,802.38 is available above the INR 168,600 minimum); the installments are covered by the INR 214,000 salary on 15 June 2024 and keep at least INR 168,600 available."
request_257,391.66,affordable_later,wait,2026-01-15:1352.40,2026-01-15,none,"Pay USD 1,352.40 in full on 15 January 2026. Only USD 391.66 is safe today: paying earlier would take the balance below the USD 1,600 minimum (lowest projected balance USD 1,991.66 on 14 November 2025); after the USD 1,954.37 salary on 15 November 2025 the full payment keeps the minimum protected."
request_258,1113.6,affordable_now,full_payment,2026-01-07:1113.60,2026-01-07,none,"Pay USD 1,113.60 today. Even after paying, the balance stays above the USD 500 minimum for the next 90 days (lowest point USD 674.33 on 13 March 2026), with the USD 572.88 salary on 15 January 2026."
request_259,156.42,affordable_later,wait,2024-11-15:935,2024-11-15,none,Pay EUR 935 in full on 15 November 2024. Only EUR 156.42 is safe today: paying earlier would take the balance below the EUR 600 minimum (lowest projected balance EUR 756.42 on 13 September 2024 (including the reserved EUR 42 scheduled bill payment retry on 8 September 2024)); after the EUR 792 salary on 15 September 2024 the full payment keeps the minimum protected.
request_260,6376228.81,not_affordable,not_recommended,none,,none,"Do not proceed with the IDR 52,079,000 request. Although IDR 6,376,228.81 is available today, the full amount cannot be completed safely within 90 days: the projected balance bottoms out at IDR 27,103,928.81 on 14 February 2025 (including the reserved IDR 1,537,100 pending online order charge on 7 February 2025) against the IDR 20,727,700 minimum, and the IDR 29,259,993.84 salary on 15 February 2025."
request_261,1830.4,affordable_now,full_payment,2026-07-03:1830.40,2026-07-03,none,"Pay EUR 1,830.40 today. Even after paying, the balance stays above the EUR 1,500 minimum for the next 90 days (lowest point EUR 1,773.16 on 10 July 2026 (including the reserved EUR 89 pending fuel authorization on 5 July 2026)), with the EUR 2,684 salary on 15 July 2026."
request_262,9236000,affordable_now,full_payment,2024-12-05:9236000,2024-12-05,none,"Pay IDR 9,236,000 today. Even after paying, the balance stays above the IDR 31,018,500 minimum for the next 90 days (lowest point IDR 32,826,563.81 on 13 February 2025 (including the reserved IDR 2,941,200 pending merchant debit on 8 December 2024)), with the IDR 29,921,200 salary on 15 December 2024."
request_263,6527.82,not_affordable,not_recommended,none,,none,"Do not proceed with the ZAR 51,546 request. Although ZAR 6,527.82 is available today, the full amount cannot be completed safely within 90 days: the projected balance bottoms out at ZAR 30,627.82 on 14 May 2025 (including the reserved ZAR 968 pending pharmacy card charge on 11 May 2025) against the ZAR 24,100 minimum, and the ZAR 29,700 salary on 15 May 2025."
request_264,17733.86,affordable_later,wait,2026-06-15:111300,2026-06-15,none,"Pay INR 111,300 in full on 15 June 2026. Only INR 17,733.86 is safe today: paying earlier would take the balance below the INR 59,500 minimum (lowest projected balance INR 77,233.86 on 11 April 2026 (including the reserved INR 5,080 scheduled insurance payment on 11 April 2026)); after the INR 88,000 salary on 15 April 2026 the full payment keeps the minimum protected."
request_265,45970,affordable_now,full_payment,2024-03-06:45970,2024-03-06,none,"Pay INR 45,970 today. Even after paying, the balance stays above the INR 189,700 minimum for the next 90 days (lowest point INR 201,896.86 on 3 June 2024)."
request_266,724.57,affordable_with_plan,installments,2025-08-03:324.13|2025-08-31:324.13|2025-09-28:324.13,2025-09-15,none,"Use 3 installments of EUR 324.13, starting 3 August 2025 (total EUR 972.39). Paying EUR 935 today is not safe (only EUR 724.57 is available above the EUR 900 minimum); the installments are covered by the EUR 968 salary on 15 August 2025 and keep at least EUR 900 available."
request_267,1640.8,affordable_with_plan,installments,2026-01-08:667.33|2026-02-07:667.33|2026-03-09:667.33,2026-02-15,none,"Use 3 installments of EUR 667.33, starting 8 January 2026 (total EUR 2,001.99). Paying EUR 1,925 today is not safe (only EUR 1,640.80 is available above the EUR 1,500 minimum); the installments are covered by the EUR 1,821.60 salary on 15 January 2026 and keep at least EUR 1,500 available."
request_268,908.24,affordable_with_plan,installments,2024-06-14:841.22|2024-07-15:841.22|2024-08-15:841.22,2024-07-15,none,"Use 3 installments of EUR 841.22, starting 14 June 2024 (total EUR 2,523.66). Paying EUR 2,426.60 today is not safe (only EUR 908.24 is available above the EUR 1,400 minimum); the installments are covered by the EUR 2,288 salary on 15 June 2024 and keep at least EUR 1,400 available."
request_269,8463.06,affordable_later,wait,2025-12-15:15490,2025-12-15,none,"Wait until 15 December 2025, then pay ZAR 15,490 in full. Only ZAR 8,463.06 is safe today: paying earlier would take the balance below the ZAR 23,100 minimum (lowest projected balance ZAR 31,563.06 on 14 November 2025); after the ZAR 38,280 salary on 15 November 2025 the full payment keeps the minimum protected."
request_270,90.66,not_affordable,not_recommended,none,,none,"Do not proceed with the USD 3,028.80 request. Although USD 90.66 is available today, the full amount cannot be completed safely within 90 days: the projected balance bottoms out at USD 1,490.66 on 12 July 2026 against the USD 1,400 minimum, and the USD 1,071.36 salary on 15 July 2026."
request_271,20466.13,affordable_later,wait,2024-11-15:91300,2024-11-15,none,"Pay INR 91,300 in full on 15 November 2024. Only INR 20,466.13 is safe today: paying earlier would take the balance below the INR 58,200 minimum (lowest projected balance INR 78,666.13 on 14 September 2024); after the INR 103,000 salary on 15 September 2024 the full payment keeps the minimum protected."
request_272,5056753.91,affordable_with_plan,installments,2025-02-12:4709466.67|2025-03-12:4709466.67|2025-04-09:4709466.67,2025-03-15,none,"Use 3 installments of IDR 4,709,466.67, starting 12 February 2025 (total IDR 14,128,400.01). Paying IDR 13,585,000 today is not safe (only IDR 5,056,753.91 is available above the IDR 7,508,600 minimum); the installments are covered by the IDR 11,780,000 salary on 15 February 2025 and keep at least IDR 7,508,600 available."
